pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,pc19,pc20,age,cyto,hem,sub,froi,category
0.0838560445322118,0.0124467183304667,0.0304511822208681,0.0330936764964498,-0.00205546266375754,-0.00548889376793111,-0.00744563069538171,0.00272758550008246,0.00244297920436134,0.00217006077380593,-0.000731420822861846,-0.000106037556872005,-0.00235474977469733,0.00120663689120405,-0.00120498654431975,-0.00561480870642136,-0.00727835619975144,-0.0044838583532656,0.00293168248107114,0.00234159158455073,adult_multishell,FG4,lh,ANC,mOTS,word
0.0610530709871705,0.0156478989857192,-0.000237998743627291,-0.0241309306751721,0.00136891708175507,-0.0291065497671637,-0.00854845616701793,0.00280426096620231,-0.00453022550257331,-0.00304191833035835,-0.00986516388560988,-0.00166814628152854,0.00130749885121495,-0.00416424643738064,-0.00781898914613435,0.000427914217160768,0.000399196247900916,-0.000381520200062814,0.0033741565357629,-0.00190006490939265,adult_multishell,FG4,lh,AX,mOTS,word
0.026170758860985,-0.00652323824954252,-0.0151301655861652,-0.0147605557957576,-0.00286713146809204,0.000616494121243015,0.000114749521856399,-0.00361241272413493,-0.00225569824496418,-0.00114279726078437,0.00516999588761314,0.00145335193660646,0.00109555311525008,0.0019967690910313,-0.00529835255285242,-0.00187461017730403,-0.00159366737618214,0.00463902976265049,-0.00389931336691264,0.00456999573509169,adult_multishell,FG4,lh,BF,mOTS,word
0.0573200571683892,-0.00130393794884369,0.00789205437071048,0.0167376008887533,-0.0284148638945281,0.0604119882747892,0.0285308695391893,-0.0115149299115287,8.92178816798253e-05,-0.00615908623907858,-0.000845522941677812,0.00834079890129858,0.00559584673265647,-0.015694401882837,-0.00937053651914065,0.00574955622657183,-0.000430032852766481,0.00245509541334389,-0.00106729050635709,0.00108765775245131,adult_multishell,FG4,lh,BR,mOTS,word
0.0892845560700263,0.0291725906885293,0.0354113815116593,-0.0113022040938469,-0.00806027374224279,0.0257675086665445,0.0100258979023865,-0.00647007809200156,-0.00881271900911054,0.00521125423842278,0.0100264897492473,0.00451221074143801,0.0048351285303163,-0.011762194729183,-0.0106340676073852,0.0034944999609221,0.00022755447406818,0.00163907791419113,-0.00214877424829572,-0.000267515404465405,adult_multishell,FG4,lh,CT,mOTS,word
0.0865191586240482,0.0176879947049926,0.0233670086607608,0.0110668097898175,-0.0157744852877392,0.0305704934837528,0.00874491474162941,-0.00426252727764565,-0.00615409491322178,-0.00232802021866289,-0.000310609329446299,0.000609940399766234,-0.00099949280191643,-0.00322439835739062,0.00349692840999289,-0.00561731870419595,0.000882522804260994,-0.000404076919281926,-0.000648765049112861,0.00105762980197026,adult_multishell,FG4,lh,ERK,mOTS,word
0.0936739669195444,0.0246409955173342,0.0294828476636999,-0.0199131703436987,-4.51070642230766e-05,-0.0105469648824172,-0.00101913443876649,-0.0016437640493576,-0.00490434732365027,-0.0124897282169316,-0.00930505898901127,0.00177388986085016,-0.000631518358384258,-0.00909700836867065,-0.0035297076397425,0.000237183380208702,-0.000361023299744364,0.00331069306207481,-0.00401274844797303,-0.000590041778747,adult_multishell,FG4,lh,GK,mOTS,word
0.045107428213508,-1.90076003998724e-06,-0.0122025966050048,-0.0188825503379954,-0.00297475399977348,0.00872910861187828,-0.00103220983965905,9.65455552944453e-05,-0.00631207526657397,0.0113014676384313,0.011700495038062,-0.00212233511764403,-3.0953463115562e-05,-0.0030084546040369,-0.00231559758670475,-0.00554694085474132,0.00098925539171487,0.00553300307980243,-0.00596611984134289,0.00339314598223973,adult_multishell,FG4,lh,HC,mOTS,word
0.110841425502203,0.0363178328181375,0.0452052683218531,-0.0158612053059711,-0.00657519783979751,0.01292526906009,0.00403655204360275,-0.0031433811764867,-0.00709443827628984,0.00366436254325012,-0.000527117727150187,-0.00526473074300881,-0.00117541684185242,0.00542746143321517,-0.00714421764040978,0.0105553576098074,0.00194777775985082,0.00298779681046351,-0.00503986174407786,0.0021942916709003,adult_multishell,FG4,lh,HS,mOTS,word
0.0411472456278565,0.00146836361839864,-0.0151854029002987,-0.0120778289080095,-0.0168888372805029,0.0237765979001881,0.00751428487500187,-0.00506032460124868,-0.00806842702000159,-0.0104051138308897,-0.00267922511641319,0.00208707314128254,0.00187170089409903,-0.00481589376927904,0.00331110555521149,-0.00166619726095678,0.00320282173018247,0.00868332909447282,-0.00333762020214614,0.00396670847728255,adult_multishell,FG4,lh,HW,mOTS,word
0.0705210661364599,0.000200174970012086,0.0105566836176302,0.010064065881573,0.00744490312923298,-0.0336422530614534,-0.0145507386145028,0.00053403587550956,0.0059533255125177,-0.00651177345176029,-0.0101537539656682,-0.00472703719663783,-0.00364013497557854,-0.00028877319362083,0.00177882845888522,-0.00238062936701463,-0.00299288315052195,0.00960532237936171,-0.0085574760527084,0.00227755744881533,adult_multishell,FG4,lh,JD,mOTS,word
0.0509115682344358,0.00600222722946849,0.000228033622257806,-0.0098644216279382,0.00405782573192497,-0.00880115633205798,-0.00610513500845729,0.00343774204146433,-0.00319680974108696,-0.00286470443904424,0.00188562865556636,-0.00216190463720591,-0.00247087530149682,-0.00010908303006359,0.0041051419029553,-0.00493613949293356,7.99773753595326e-05,0.00180533204914366,-0.00346345214203944,0.00276409413223756,adult_multishell,FG4,lh,JM,mOTS,word
0.117607402091595,0.0297442773644682,0.0505712961348828,0.0538306687916003,-0.0312990114248584,0.0531953028037773,0.00801692172186082,-0.000877266004641601,-0.014773428071905,-0.0094868737697218,-0.00576447824312309,0.00195592824945178,0.00323590083140678,-0.0122327490761836,-0.00831453592410962,0.00180800206042812,-0.0029427531522326,0.00716304264403124,-0.00865293502389753,0.00113037981275398,adult_multishell,FG4,lh,JT,mOTS,word
